userid,orderType
100000000371,0.009517299197614192
100000001215,0.0013162400224246084
100000001445,0.0016700083971954883
100000001575,0.9945375740528106
100000001601,0.00040293573329108767
100000001737,0.998148912191391
100000001829,0.0016092733305413276
100000002055,0.00046454714320134374
100000002241,0.0019248439115472139
100000003067,0.0007535377430031076
100000004161,0.9973220288753509
100000004307,0.0031823268393054603
100000004855,0.9797644197940827
100000005055,0.0001775549229932949
100000005701,0.009149861196056009
100000006247,0.0015134331188164651
100000006327,0.07687887847423554
100000006333,0.005437685176730156
100000006397,0.0007272273302078247
100000007397,0.18796538636088372
100000007525,0.6835799217224121
100000007951,0.01338731348514557
100000007955,0.07794299125671386
100000008131,0.0010413873882498593
100000008427,0.0202050163410604
100000008745,0.0021041547995992007
100000009049,0.005443119979463518
100000009197,0.15977272391319275
100000009419,0.08493918068706989
100000009629,0.0007988069206476212
100000009961,0.9880843698978424
100000010157,0.8216176152229309
100000011403,0.0006732641370035708
100000012993,0.015093336347490549
100000013089,0.9194210767745972
100000013205,0.004132212349213659
100000013455,0.0028522484004497527
100000013591,0.04058202989399433
100000013861,0.0006349750794470311
100000014191,0.08835279420018197
100000014963,0.005372705333866179
100000015053,0.0006500486982986331
100000015077,0.9882245838642121
100000015351,0.5993449509143829
100000015659,0.9981612741947175
100000016411,0.005075773899443447
100000016637,0.0013857428741175682
100000016665,0.0010071007825899869
100000016715,0.09352622590959073
100000016843,0.004117005446460098
100000017191,0.008772164676338434
100000017255,0.00031751401766086926
100000017517,0.0008033135469304398
100000017533,0.007352897012606263
100000018131,0.9710944294929504
100000018141,0.014031566772609949
100000018219,0.0024324187776073813
100000018439,0.025167129188776016
100000018651,0.0013696863024961203
100000018843,0.056132510490715506
100000019085,0.01345365634188056
100000019503,0.006290948064997792
100000019777,0.0013371653913054615
100000019831,0.011662661144509912
100000019875,0.1828722544014454
100000020599,0.0319460766389966
100000020705,0.024401035439223052
100000020839,0.03038212629035115
100000021007,0.008481505606323481
100000021741,0.0028679327806457877
100000023031,0.06200568042695522
100000023341,0.0028930740780197086
100000023847,0.0008983865089248865
110020671228,0.9625415027141571
110100014968,0.012983497325330972
110100016420,0.028359098732471465
110100016422,0.00044554626510944216
110100018261,0.11605525761842728
110100035666,0.03820210862904787
110100073025,0.009437657054513693
110100073927,0.9959115087985992
110100116029,0.000760854603140615
110100133766,0.005891846213489771
110100171523,0.02174093807116151
110100173226,0.16912433207035066
110100218469,0.037238938920199874
110100235669,0.0024170244578272104
110100316927,0.004084252030588686
110100335267,0.0009056247654370964
110100371520,0.03375038970261812
110100373224,0.0006650628987699747
110100412425,0.003168410644866526
110100418260,0.0017396712908521294
110100418567,0.7802796423435211
110100471522,0.002180271956603974
110100471527,0.006548296986147761
110100473324,0.04020617753267288
110100512827,0.019401407893747093
110100514267,0.004726468748413026
110100516521,0.0008511052496032789
110100516723,0.03322676606476307
110100516929,0.998737233877182
110100535662,0.1638181120157242
110100573222,0.7052931308746337
110100573627,0.0006826461118180305
110100614362,0.02295975312590599
110100614562,0.9978203058242798
110100618862,0.005945119494572282
110100635761,0.006462366133928299
110100673622,0.41897915601730346
110100673828,0.00525327988434583
110100735369,0.21164827048778534
110100816922,0.0014056758605875074
110100818367,0.18992577791213988
110100835466,0.0356097687035799
110100835868,0.03137882072478533
110100871522,0.800440102815628
110100873722,0.04413994699716568
110100933760,0.7536781549453735
110100973525,0.005713034165091812
110101018063,0.0266544122248888
110101018362,0.0022363016265444457
110101035263,0.0013254796620458364
110101071220,0.01349480850622058
110101071222,0.010795474238693713
110101071527,0.0013538300874643028
110101073025,0.0036311953561380507
110101073225,0.34525749683380125
110101073822,0.0007505971050704829
110101112320,0.01742954710498452
110101114064,0.26780069768428805
110101114660,0.21958575695753096
110101118361,0.0006562545750057325
110101135467,0.0018963650334626436
110101173725,0.028613859973847865
110101210069,0.5702286183834075
110101212223,0.0017997493036091329
110101215122,0.6023082554340362
110101216420,0.010117958299815655
110101216527,0.933518797159195
110101216821,0.000988790742121637
110101217027,0.9974567532539368
110101217820,0.008118200907483697
110101217824,0.9905934631824493
110101218861,0.9961533725261689
110101233064,0.7652286350727081
110101273629,0.017012504301965235
110101273724,0.0015896336932200938
110101273826,0.0008459898526780307
110101273925,0.0163570836186409
110101312122,0.1448761634528637
110101314164,0.03146905805915594
110101316227,0.05631110519170761
110101316624,0.9873446881771087
110101335164,0.24755314588546753
110101335961,0.0020307313418015836
110101373120,0.006819262099452317
110101373626,0.003311031998600811
110101410927,0.9972645044326782
110101416523,0.9142877876758575
110101416629,0.05194373168051243
110101418269,0.6726740658283233
110101418763,0.0007817612669896335
110101433762,0.03524218313395977
110101435165,0.0008863430150086061
110101435360,0.013898796681314707
110101435465,0.000659103348152712
110101471226,0.5019370645284653
110101473623,0.035336217284202574
110101512925,0.5004562944173813
110101516227,0.010000015562400221
110101516323,0.0008206079714000225
110101518360,0.0020879291463643313
110101518560,0.18078969419002533
110101535968,0.017922266758978365
110101610427,0.01606154106557369
110101610625,0.01612989967688918
110101610760,0.24918997436761856
110101610768,0.5077111393213272
110101612027,0.0002588215873402078
110101612064,0.020483306795358657
110101615728,0.0024573779199272396
110101615828,0.0032021471415646374
110101615925,0.011967929685488344
110101616227,0.010557184461504221
110101616427,0.004022792028263211
110101616628,0.011709106713533401
110101616762,0.0013434928143396974
110101616863,0.002629758173134178
110101616867,0.003571528731845319
110101616966,0.0015671428991481662
110101617522,0.0036516820779070257
110101618860,0.07919103540480137
110101618964,0.40460330843925474
110101618967,0.0015640891739167272
110101673221,0.7683622717857361
110101673423,0.03367860745638609
110101712427,0.0017472551087848842
110101712621,0.013367000874131918
110101712622,0.004271600255742669
110101714266,0.00233779713162221
110101714568,0.008206225465983152
110101716420,0.03086599353700876
110101718064,0.015697787422686814
110101718461,0.01837286036461592
110101735567,0.0008387593930820003
110101771028,0.0025417053257115185
110101773127,0.026658684015274048
110101773722,0.004408434010110795
110101773820,0.0036261654924601315
110101810162,0.0027472425368614494
110101810364,0.9964995384216309
110101810367,0.9867077648639679
110101814963,0.018886225298047066
110101816628,0.013774463534355163
110101816826,0.0005129049503011629
110101816829,0.9737991988658905
110101818963,0.8255335569381714
110101833764,0.03963177092373371
110101871022,0.0005199368271860294
110101871223,0.02292769942432642
110101873420,0.03728712722659111
110101912122,0.013484629057347774
110101912224,0.023532567918300627
110101914166,0.002273238857742399
110101914465,0.10448359325528145
110101914466,0.014554999116808177
110101916529,0.004952743789181114
110101916922,0.001451882824767381
110101935966,0.002405903988983482
110101973722,0.005488921655341983
110102012425,0.1221005380153656
110102012824,0.017315941955894233
110102012825,0.006409024051390588
110102016124,0.0020987646421417594
110102016220,0.06465710364282132
110102033767,0.7157248675823211
110102035860,0.0017629448673687875
110102073126,0.05370296593755484
110102073923,0.000673607163480483
110102112525,0.05177238956093788
110102116023,0.002796419057995081
110102116124,0.5209326446056366
110102116228,0.017140806652605534
110102116324,0.004889695625752211
110102118961,0.00337942186743021
110102118969,0.0010807148966705427
110102173725,0.4001393496990204
110102218067,0.016332156118005516
110102233767,0.028402620926499367
110102235866,0.9712814331054688
110102271522,0.4667783409357071
110102371027,0.012255803449079394
110102416529,0.0011446187621913851
110102416629,0.9959777534008026
110102418265,0.04734093584120273
110102435363,0.0012444346328265965
110102435468,0.00033865487348521127
110102473227,0.0014642689668107778
110102473722,0.17609053999185562
110102473726,0.010922924848273396
110102473823,0.06509324945509434
110102516823,0.0060535919619724154
110102518364,0.008321957848966121
110102571020,0.0028058720170520248
110102614469,0.007087451359257102
110102616024,0.004335643211379647
110102616427,0.9942881882190704
110102616924,0.0010163980128709226
110102618366,0.0031573084648698567
110102618561,0.009261376922950149
