userid,orderType
100000000371,0.20591966947450072
100000001215,0.08808607632576879
100000001445,0.1219452812115176
100000001575,0.48368054422610507
100000001601,0.061504765240968616
100000001737,0.42183629963562874
100000001829,0.10416372574217099
100000002055,0.079334729255503
100000002241,0.10803207946546521
100000003067,0.13650619426801217
100000004161,0.42589477803693576
100000004307,0.07318417925382689
100000004855,0.4009362405781189
100000005055,0.13073213673220185
100000005701,0.08403705611036734
100000006247,0.11383104009871993
100000006327,0.18700301852280476
100000006333,0.09860450461782949
100000006397,0.05390146149558615
100000007397,0.10179119431252676
100000007525,0.4165202144158537
100000007951,0.15115212088083024
100000007955,0.22664054929876276
100000008131,0.0578058944395433
100000008427,0.12097577347939913
100000008745,0.05902755422166321
100000009049,0.21112976971107647
100000009197,0.12018982775813188
100000009419,0.22669978907026983
100000009629,0.06452018978923292
100000009961,0.3846504770415941
100000010157,0.4574900058493041
100000011403,0.12439273017446578
100000012993,0.1781232496303084
100000013089,0.43326824389056184
100000013205,0.15308162643266143
100000013455,0.08847812205742206
100000013591,0.09893302025310453
100000013861,0.05407042305102554
100000014191,0.25246502577368746
100000014963,0.2529383899654283
100000015053,0.1457762676259945
100000015077,0.4691361608271596
100000015351,0.19890630087013125
100000015659,0.48451181870432425
100000016411,0.1239855500441962
100000016637,0.16237450863321493
100000016665,0.15143353611235277
100000016715,0.2967686835477628
100000016843,0.1171509051271971
100000017191,0.10125721487558176
100000017255,0.06904199454478392
100000017517,0.12351260966969489
100000017533,0.12462535543689349
100000018131,0.4079605664624416
100000018141,0.10766895577662218
100000018219,0.16108127550974183
100000018439,0.1603635603494051
100000018651,0.0938846564050069
100000018843,0.11439407368299329
100000019085,0.15349701134406316
100000019503,0.10161704060263578
100000019777,0.14105251766826904
100000019831,0.1693423832063365
100000019875,0.19514210085025085
100000020599,0.2069118148396722
100000020705,0.11651833880158821
100000020839,0.317984544363045
100000021007,0.17512901665651046
100000021741,0.057985740342300654
100000023031,0.16114032190164362
100000023341,0.10228629017435743
100000023847,0.05793981475490038
110020671228,0.31097313589235415
110100014968,0.17932978502692556
110100016420,0.1486764814347824
110100016422,0.08953331495258389
110100018261,0.15304743053037506
110100035666,0.17142820300094808
110100073025,0.33348291337632546
110100073927,0.4429256240520393
110100116029,0.1385848800495435
110100133766,0.14129179944954517
110100171523,0.14721099406931124
110100173226,0.12018982775813188
110100218469,0.12074683552557912
110100235669,0.09657316701367674
110100316927,0.11070105140880247
110100335267,0.10675771925625427
110100371520,0.30251803826833296
110100373224,0.19869685754894198
110100412425,0.2198532415030851
110100418260,0.13040323296719
110100418567,0.3702904057996304
110100471522,0.09865868944464463
110100471527,0.2651704378867442
110100473324,0.29292184259155934
110100512827,0.19108048125833174
110100514267,0.12533109403953605
110100516521,0.12526452138681543
110100516723,0.15550532200569137
110100516929,0.4252976217546259
110100535662,0.12018982775813188
110100573222,0.20391602710537984
110100573627,0.0935679416755946
110100614362,0.2589940832039786
110100614562,0.5482964972395197
110100618862,0.12701626869712393
110100635761,0.15719944104566083
110100673622,0.2375263516118663
110100673828,0.09769485387733512
110100735369,0.1428081156253071
110100816922,0.09323191373109536
110100818367,0.12018982775813188
110100835466,0.1731557151094456
110100835868,0.25504595996955776
110100871522,0.2558168533330256
110100873722,0.12144035257485139
110100933760,0.19595866946827342
110100973525,0.13064822328748585
110101018063,0.15138382764996364
110101018362,0.11779076225025449
110101035263,0.08688244721219957
110101071220,0.13089079796478734
110101071222,0.13209402613790336
110101071527,0.10118414927009695
110101073025,0.13453673309218764
110101073225,0.1874877214610822
110101073822,0.10901370034102151
110101112320,0.14413009780112057
110101114064,0.26020888296416705
110101114660,0.2072962404309132
110101118361,0.08330964957225123
110101135467,0.08211983761596987
110101173725,0.252532049842308
110101210069,0.25781188989200465
110101212223,0.17174125121665976
110101215122,0.253785542346448
110101216420,0.283173836962167
110101216527,0.32273533664053244
110101216821,0.09104709826779668
110101217027,0.49135896814126845
110101217820,0.0690128675322063
110101217824,0.4074458211180584
110101218861,0.4852044017709798
110101233064,0.19949933282066637
110101273629,0.16509567275945375
110101273724,0.1832265144857154
110101273826,0.16318780277797504
110101273925,0.14587115268126238
110101312122,0.2009661819632864
110101314164,0.13663259602350242
110101316227,0.13666346801979115
110101316624,0.4252802950301588
110101335164,0.25424337322347895
110101335961,0.08852351688058265
110101373120,0.11602384122528733
110101373626,0.08751755856669231
110101410927,0.4129890614302546
110101416523,0.3148866999421603
110101416629,0.1465807940322691
110101418269,0.2650267517616944
110101418763,0.0839938413470096
110101433762,0.15913940071222163
110101435165,0.17753253122312826
110101435360,0.13025153056206581
110101435465,0.05905685641791339
110101471226,0.1752682197876967
110101473623,0.13679518273673774
110101512925,0.11827957868010743
110101516227,0.08889002082084321
110101516323,0.056298274831186074
110101518360,0.08852351688058265
110101518560,0.13325051344955433
110101535968,0.1306180345023264
110101610427,0.09762785512543694
110101610625,0.13264034993989576
110101610760,0.32154640610633484
110101610768,0.1512315726713952
110101612027,0.0963969197100877
110101612064,0.14285611512937943
110101615728,0.12724472263252032
110101615828,0.1285412895334247
110101615925,0.23927533760151845
110101616227,0.08914801438349722
110101616427,0.09952938982306686
110101616628,0.09876289635439378
110101616762,0.08921949734039446
110101616863,0.08852351688058265
110101616867,0.1281468208429684
110101616966,0.15932304948573497
110101617522,0.09009672827006665
110101618860,0.14904455702300334
110101618964,0.1896236001723501
110101618967,0.07939726408246195
110101673221,0.24524864752597192
110101673423,0.09801136704500005
110101712427,0.0837358477843556
110101712621,0.08933856298848386
110101712622,0.09009672827006665
110101714266,0.09866620580050971
110101714568,0.09664036090261195
110101716420,0.13800581627815983
110101718064,0.20475126846823913
110101718461,0.0887660915578841
110101735567,0.08585625835654931
110101771028,0.10681360052818765
110101773127,0.08403705611036734
110101773722,0.08325501523132081
110101773820,0.11479632065100674
110101810162,0.26722764710862745
110101810364,0.3963485624333449
110101810367,0.16463437124630642
110101814963,0.09045438813390347
110101816628,0.13520184207576483
110101816826,0.08344899772056291
110101816829,0.3888053612522149
110101818963,0.3226724202306915
110101833764,0.12544818580708633
110101871022,0.10048182230598324
110101871223,0.13645949874570612
110101873420,0.17918246391919346
110101912122,0.09429546643527327
110101912224,0.09147049618564881
110101914166,0.15601034952091594
110101914465,0.1301449261638377
